gene,rho_purity,p_purity,rho_prolif,p_prolif,rho_cd8,p_cd8,rho_immune,p_immune,p_purity_bh,p_prolif_bh,p_cd8_bh,p_immune_bh
PSAT1,-0.3660417633311087,1.0313772246231886e-31,0.4317656960721658,9.779848234395e-45,0.4282314002687719,5.8500905074667515e-44,0.42229932666818887,1.1232198968530602e-42,1.0313772246231886e-29,1.2767425893466056e-44,4.1786360767619653e-42,8.022999263236145e-41
MELK,0.04791274965039835,0.13857609802796678,0.9250367591900848,0.0,0.17788444121499236,3.025100412318307e-08,0.16374454711640007,3.5188413281109366e-07,0.17903888634104234,0.0,5.270209777558026e-08,6.195143183293903e-07
CDT1,0.09807829398319408,0.0023858637351201898,0.7861134586432172,9.230569023611063e-202,0.14394024508426867,7.809889648392089e-06,0.12252831978059682,0.00014479141369512405,0.004535862614296939,4.615284511805531e-201,1.064017663268677e-05,0.00019254177353075007
DNAJC12,0.2960777253064269,8.13187424103299e-21,-0.42734713148249615,9.121913300105766e-44,-0.33698803533099175,7.63977346563062e-27,-0.34314607078164583,7.8201011712613745e-28,2.5412107003228094e-19,1.1664850767398679e-43,8.127418580458107e-26,1.2218908080095898e-26
CFAP57,0.11792802132076641,0.0002560324659361369,-0.538533970907932,4.4654677398459866e-73,-0.22642595906251456,1.3638299082494486e-12,-0.21247733296231627,3.1272537755801055e-11,0.0005982066961124694,9.749929562982503e-73,3.244041309165469e-12,7.5174369605291e-11
ANKRD30A,0.09277755877324488,0.0040716206688557926,-0.4680394698842252,2.91490663403072e-53,-0.21183835370611748,3.591631654527026e-11,-0.19024035280792154,2.9976877823196186e-09,0.007402946670646895,4.3247872908467655e-53,7.841990512067742e-11,6.2976634082344934e-09
EXO1,0.05272978042572051,0.10305500824681744,0.8863055371688484,1.52e-321,0.12993278730267457,5.5452060447923756e-05,0.11264985478008024,0.00048043434076594716,0.13777407519628002,1.951e-320,7.072966893867826e-05,0.0006081447351467686
GGH,0.02147626378967745,0.5069557091592052,0.6161427890499631,4.087980124050503e-101,0.11156570614351441,0.0005449688480933588,0.08878242899623949,0.005989407888217152,0.5632841212880058,1.2774937887657822e-100,0.0006550106347275947,0.006964427776996689
FANCA,0.04021340009989933,0.21390646496827898,0.8134564170057484,5.445148589279854e-227,0.19639595230364845,8.931555701312214e-10,0.18901706020182837,3.79527595705465e-09,0.2634316071037918,2.9918398842197e-226,1.7444444729125417e-09,7.939907859946968e-09
DCDC1,0.21138513054315292,3.9611849894997636e-11,-0.5399892349109349,1.5479473300550543e-73,-0.31182891773847227,5.01413109925893e-23,-0.30081485167443484,1.8186359866254376e-21,2.7131404037669616e-10,3.424662234635076e-73,3.1735006957335e-22,1.1366474916408985e-20
ULK4,0.16665510727803076,2.1588848396232203e-07,-0.4864194792258445,5.450719866334078e-58,-0.2698689593780451,1.967165141930533e-17,-0.2517295514862646,2.6832947492252745e-15,8.499546612689844e-07,9.024370639625957e-58,6.964766078766273e-17,9.189365579538612e-15
NDC80,0.08886760323498939,0.005941222087473578,0.893808294809786,0.0,0.17266760313596274,7.658980212997945e-08,0.15674521999092045,1.1003246433100683e-06,0.010459898041326724,0.0,1.280765921906011e-07,1.8038108906722431e-06
DEPDC1,0.09475043488202659,0.0033471463862455673,0.8838633994350241,2.1093807e-317,0.1099453636185375,0.0006565849066904326,0.09892139909378124,0.0021862368271873735,0.006207569071429975,2.51116745e-316,0.0007797920507012264,0.0026596555075272185
CENPW,-0.05784373766718216,0.07368262101271247,0.7775357118711489,1.3361589823759582e-194,0.27555291854291625,3.894664025890185e-18,0.2495025868277987,4.779689582919692e-15,0.102053491707358,6.423841261422877e-194,1.4752515249584034e-17,1.5826786698409576e-14
PIF1,-0.0253114201972031,0.43414331049917576,0.7576541496160442,3.595180041385561e-179,0.2882169274287044,9.183035667675261e-20,0.28502350487914113,2.4060746890637e-19,0.4889001244360087,1.6341727460843458e-178,4.2124016824198447e-19,1.2663550995072107e-18
IGFALS,0.15308182884983518,1.959777866672886e-06,-0.4782779998109775,7.351333567400638e-56,-0.24749873960959173,7.99674808295542e-15,-0.2391365491558694,6.521632732245927e-14,6.852370163191911e-06,1.159516335552151e-55,2.3519847302810055e-14,1.9409621226922402e-13
CHRNA5,-0.0852724238443899,0.008307772690376691,0.5562781722396964,7.6309759657064e-79,0.17985459990026956,2.1146499086779104e-08,0.16320077046091494,3.8514914104792066e-07,0.014177086502349303,1.843230909590918e-78,3.7099121204875627e-08,6.709915349266911e-07
PGGT1B,0.22403611947280075,2.367946932244069e-12,-0.359506987497809,1.4235592831707359e-30,-0.32961765924169856,1.0932701216994226e-25,-0.33841519307018925,4.5253912782108494e-27,1.7938991910939917e-11,1.5643508606271823e-30,9.938819288176568e-25,6.464844683158356e-26
KCNE4,0.05520334604292391,0.08785771071631261,-0.5142840365099802,9.907419826254603e-66,-0.219618899403137,6.458311198388458e-12,-0.19974582577788227,4.5446477088991797e-10,0.11919470782299561,1.8622969598222937e-65,1.481264036327628e-11,1.0099217130887066e-09
FBXL17,0.16732906627131863,1.9256239262327256e-07,-0.4611936125305758,1.4235299403579856e-51,-0.30257258333020937,1.0358717086944131e-21,-0.3016548392213801,1.3904067546768677e-21,7.702495704930903e-07,2.0511958794783656e-51,5.754842826080073e-21,8.912863812031204e-21
INAVA,-0.2711189746824787,1.3822309472216535e-17,0.516116979905267,2.8922649562816636e-66,0.28635505698196456,1.6126363785806392e-19,0.28726491488295075,1.2253458446905895e-19,2.559686939299358e-16,5.540737464141118e-66,7.135559197259465e-19,6.587880885433276e-19
TBC1D9,0.25464479601106627,1.2494582284575402e-15,-0.47014637875461335,8.652238736269111e-54,-0.34156377648627073,1.411523657772677e-27,-0.33770863785722444,5.866755551327547e-27,1.644023984812553e-14,1.3069847033639142e-53,1.6803853068722345e-26,7.928048042334524e-26
EEF1AKMT4,-0.028121219023815383,0.38485998084324846,0.58614161624991,2.2540283649044762e-89,0.18556714411741096,7.320738586775072e-09,0.16026653640544694,6.238617678930635e-07,0.43833710802192305,6.226597693106288e-89,1.3262207584737449e-08,1.0538205538734181e-06
FAM114A2,0.1465078646605372,5.340776075067595e-06,-0.4733234127720307,1.363681842554385e-54,-0.27964449289596144,1.1852660099076015e-18,-0.2754804502884066,3.976880337741213e-18,1.7340182061907776e-05,2.1109626045733515e-54,4.6664016138094544e-18,1.7913875395230687e-17
NEK10,0.025669282043084374,0.427671331036239,-0.5880525574338641,4.380212172521537e-90,-0.17608802807732066,4.178524386243273e-08,-0.1526411728285311,2.098801486251098e-06,0.4826990192282607,1.2303966776745892e-89,7.229280945057566e-08,3.385163687501771e-06
CCNE1,-0.07696595134401268,0.017247203340650975,0.7852549021905839,4.97450850133181e-201,0.24107276127653543,4.039803182267828e-14,0.2245181531950696,2.1196333344182407e-12,0.02763974894335092,2.4626279709563412e-200,1.1037713612753628e-13,5.697939071016776e-12
TPRG1,0.1645855706152029,3.058244800734455e-07,-0.4948688560084397,2.9134218559543155e-60,-0.2267115603829511,1.2762714986662095e-12,-0.2218489583040966,3.901974020762002e-12,1.1584260608842633e-06,5.023141130955717e-60,3.0532810972875826e-12,1.021459167738744e-11
MAST4,0.14296285651398874,9.010154322888451e-06,-0.44781777726651273,2.208910305531863e-48,-0.26502660678878437,7.585905642250339e-17,-0.2549626652260457,1.1488711455076938e-15,2.780911828051991e-05,3.034217452653658e-48,2.4953636981086643e-16,4.1031112339560486e-15
SLC44A4,0.13836000332845114,1.74453435587486e-05,-0.42502705203111135,2.907684460269554e-43,-0.2432287500363847,2.3583165488558617e-14,-0.23559723904849683,1.5482991296289574e-13,5.0713208019618025e-05,3.699344097035056e-43,6.624484687797365e-14,4.553820969496933e-13
FEN1,0.11580141080113769,0.0003309748905576523,0.7881535639142757,1.634332884503972e-203,0.09614057872028098,0.002909316514582153,0.0801354998908937,0.013146566824576053,0.0007522156603583007,8.254206487393797e-203,0.0032762573362411633,0.014871681928253454
SKA1,0.1162011331989,0.0003154849025822309,0.9028600357196066,0.0,0.14819132353046277,4.1482988903113555e-06,0.12724918912363356,7.89982685756361e-05,0.000720285165712856,0.0,5.909257678506205e-06,0.00010851410518631333
SAMD15,0.22450669123118866,2.1252304411019504e-12,-0.4483823259168904,1.6306265364679062e-48,-0.3671768479247449,6.496853138420865e-32,-0.34830352952574106,1.1140802564699037e-28,1.6347926470015002e-11,2.2522465973313623e-48,1.3535110705043468e-30,1.9208280283963854e-27
TTK,0.06465490955457753,0.04554293931393608,0.893816085181374,0.0,0.14726700757916897,4.767276176484277e-06,0.1303629417746532,5.2360289631782506e-05,0.06658324461101767,0.0,6.73344092723768e-06,7.312889613377445e-05
CMC2,-0.06878550670044446,0.033366308464183286,0.6062073680814208,4.354805430594311e-97,0.2777659728014989,2.0516392124386996e-18,0.2485472326121986,6.112367192092633e-15,0.04980046039430341,1.2884039735486126e-96,7.890920047841152e-18,1.9975056183309256e-14
CYBRD1,-0.06373736651577583,0.04870448973090509,-0.6655465189374896,1.7854195101496846e-123,-0.19406242795788836,1.4200431143376518e-09,-0.16924901283395946,1.3868049668394914e-07,0.07005691787219956,6.762952689960926e-123,2.752021539414054e-09,2.5306659978822835e-07
PTPRT,0.07818072060783848,0.015559146985630922,-0.5162199586513346,2.6983562595236097e-66,-0.239339728037699,6.203199271141345e-14,-0.21993497900768588,6.015132043646875e-12,0.025423442786978633,5.189146652930019e-66,1.6675266857906843e-13,1.5344724601139986e-11
KIF14,0.06068225143566377,0.06058572568270843,0.8286363462483637,7.165524894062998e-243,0.1253771450322662,0.00010070796495147803,0.11269165443642218,0.00047809482479412355,0.0855956662725602,4.3692224963798765e-242,0.00012557102861780303,0.0006067193208047253
PTTG1,0.05487371987188028,0.08977208541825249,0.8540732786174507,2.427351160449839e-273,0.21032913457405517,4.9722744490537404e-11,0.18321278155450305,1.1381269778358978e-08,0.12131362894358445,1.86719320034603e-272,1.0762498807475628e-10,2.285395537823088e-08
